Gene	D7	D14	EntrezID	Symbol	HumanGene	GeneID	Control	Treatment	Diff	Rank	RandomIndex	Label	group	rank
ZNF710	-0.0644845096300232	-0.0341934903699768	374655	ZNF710	ZNF710	374655	-0.0644845096300232	-0.0341934903699768	0.0302910192600465	10618	17416		none	6
FAM124A	0.0904927331526369	-0.0878457331526369	220108	FAM124A	FAM124A	220108	0.0904927331526369	-0.0878457331526369	-0.178338466305274	1611	15728		none	6
SPG11	-0.446426920465873	-0.349743079534127	80208	SPG11	SPG11	80208	-0.446426920465873	-0.349743079534127	0.0966838409317457	13974	3314		none	6
TMEM70	-0.00688329120071852	0.0311789912007185	54968	TMEM70	TMEM70	54968	-0.00688329120071852	0.0311789912007185	0.038062282401437	11057	2557		none	6
NAA30	-0.0659214794478655	-0.322606520552135	122830	NAA30	NAA30	122830	-0.0659214794478655	-0.322606520552135	-0.256685041104269	535	15639		none	6
SLC26A4	-0.179704815971743	-0.234535184028257	5172	SLC26A4	SLC26A4	5172	-0.179704815971743	-0.234535184028257	-0.0548303680565143	5943	6084		none	6
STAP2	-0.0176032875840593	-0.0667297124159407	55620	STAP2	STAP2	55620	-0.0176032875840593	-0.0667297124159407	-0.0491264248318813	6255	17180		none	6
PIM3	-0.331430979728482	-0.448369020271518	415116	PIM3	PIM3	415116	-0.331430979728482	-0.448369020271518	-0.116938040543037	3214	9806		none	6
AMPD1	-0.201249421700789	-0.322950578299211	270	AMPD1	AMPD1	270	-0.201249421700789	-0.322950578299211	-0.121701156598422	3042	11992		none	6
YY1AP1	-0.023871624351421	-0.056195375648579	55249	YY1AP1	YY1AP1	55249	-0.023871624351421	-0.056195375648579	-0.0323237512971579	7132	12450		none	6
CEP250	0.038100984418314	0.049685015581686	11190	CEP250	CEP250	11190	0.038100984418314	0.049685015581686	0.0115840311633719	9580	8501		none	6
PM20D2	-0.0488895044717234	-0.139090495528277	135293	PM20D2	PM20D2	135293	-0.0488895044717234	-0.139090495528277	-0.0902009910565532	4271	1074		none	6
APOBEC3G	-0.0523688245064883	-0.123065175493512	60489	APOBEC3G	APOBEC3G	60489	-0.0523688245064883	-0.123065175493512	-0.0706963509870235	5167	16325		none	6
FAM214A	-0.239193442879462	-0.133646557120538	56204	FAM214A	FAM214A	56204	-0.239193442879462	-0.133646557120538	0.105546885758924	14356	10206		none	6
C11orf82	0.155196466770737	0.222903533229263	220042	C11orf82	C11orf82	220042	0.155196466770737	0.222903533229263	0.0677070664585266	12655	2494		none	6
TMEM176B	0.220539384802636	-0.201009384802636	28959	TMEM176B	TMEM176B	28959	0.220539384802636	-0.201009384802636	-0.421548769605272	61	14406		none	6
TLDC2	-0.196954060765775	-0.196685939234225	140711	TLDC2	TLDC2	140711	-0.196954060765775	-0.196685939234225	0.000268121531550841	8940	1886		none	6
POLR2M	-0.342418930702786	-0.162581069297214	81488	POLR2M	POLR2M	81488	-0.342418930702786	-0.162581069297214	0.179837861405571	16571	2824		none	6
THAP1	-0.245204543411288	-0.295765456588712	55145	THAP1	THAP1	55145	-0.245204543411288	-0.295765456588712	-0.0505609131774246	6177	10113		none	6
GPR68	0.0498614274283895	0.0330045725716105	8111	GPR68	GPR68	8111	0.0498614274283895	0.0330045725716105	-0.0168568548567789	7978	9314		none	6
hsa-mir-6894	-0.0438830751939132	-0.250240924806087	102466759	hsa-mir-6894	hsa-mir-6894	102466759	-0.0438830751939132	-0.250240924806087	-0.206357849612174	1119	7441		none	6
TCF7	-0.0960787811815375	-0.116303218818463	6932	TCF7	TCF7	6932	-0.0960787811815375	-0.116303218818463	-0.0202244376369251	7798	7075		none	6
TAF7L	0.0731633726489647	-0.00645677264896466	54457	TAF7L	TAF7L	54457	0.0731633726489647	-0.00645677264896466	-0.0796201452979293	4744	4958		none	6
C22orf46	-0.133721632860974	-0.118138367139025	79640	C22orf46	C22orf46	79640	-0.133721632860974	-0.118138367139025	0.015583265721949	9804	14605		none	6
KRTAP11-1	0.0213972783847648	-0.0160822783847648	337880	KRTAP11-1	KRTAP11-1	337880	0.0213972783847648	-0.0160822783847648	-0.0374795567695296	6853	2196		none	6
SNTG2	-0.134499290200321	-0.0358567097996786	54221	SNTG2	SNTG2	54221	-0.134499290200321	-0.0358567097996786	0.0986425804006428	14060	317		none	6
IKBKE	-0.370793167806209	-0.286066832193791	9641	IKBKE	IKBKE	9641	-0.370793167806209	-0.286066832193791	0.0847263356124187	13431	14914		none	6
DGAT2L6	-0.295060509512449	-0.232859490487551	347516	DGAT2L6	DGAT2L6	347516	-0.295060509512449	-0.232859490487551	0.0622010190248976	12345	332		none	6
THAP2	0.15630670018565	0.22398329981435	83591	THAP2	THAP2	83591	0.15630670018565	0.22398329981435	0.0676765996286999	12649	7994		none	6
HAT1	-0.193835351071784	-0.105294648928216	8520	HAT1	HAT1	8520	-0.193835351071784	-0.105294648928216	0.0885407021435681	13610	9640		none	6
EDN2	-0.102230234122015	-0.259528765877985	1907	EDN2	EDN2	1907	-0.102230234122015	-0.259528765877985	-0.157298531755971	2045	4714		none	6
AFF3	0.0388523101323881	-0.103307310132388	3899	AFF3	AFF3	3899	0.0388523101323881	-0.103307310132388	-0.142159620264776	2428	403		none	6
GAPT	-0.0459381230441898	-0.11208787695581	202309	GAPT	GAPT	202309	-0.0459381230441898	-0.11208787695581	-0.0661497539116204	5384	12045		none	6
BNIP2	0.0779245013400514	0.0844154986599486	663	BNIP2	BNIP2	663	0.0779245013400514	0.0844154986599486	0.0064909973198972	9298	6974		none	6
ZNF84	0.0634535298911661	0.122938470108834	7637	ZNF84	ZNF84	7637	0.0634535298911661	0.122938470108834	0.0594849402176678	12212	3670		none	6
NECAB1	-0.0845536313570858	0.0397986313570858	64168	NECAB1	NECAB1	64168	-0.0845536313570858	0.0397986313570858	0.124352262714172	15055	11682		none	6
KCNN1	0.110811546737165	0.168528453262835	3780	KCNN1	KCNN1	3780	0.110811546737165	0.168528453262835	0.0577169065256707	12123	685		none	6
LHFPL3	-0.123445121181266	-0.166364878818734	375612	LHFPL3	LHFPL3	375612	-0.123445121181266	-0.166364878818734	-0.0429197576374677	6565	871		none	6
ASCL4	0.015961254888019	0.033338745111981	121549	ASCL4	ASCL4	121549	0.015961254888019	0.033338745111981	0.0173774902239619	9915	5368		none	6
ATG3	-0.128578701552378	-0.215441298447622	64422	ATG3	ATG3	64422	-0.128578701552378	-0.215441298447622	-0.0868625968952444	4415	4746		none	6
CD9	0.205183951629518	0.282266048370482	928	CD9	CD9	928	0.205183951629518	0.282266048370482	0.077082096740963	13081	16747		none	6
SNAP25	0.204802484303968	0.265557515696032	6616	SNAP25	SNAP25	6616	0.204802484303968	0.265557515696032	0.0607550313920646	12280	13888		none	6
TRIM4	0.12015559627835	0.0341124037216503	89122	TRIM4	TRIM4	89122	0.12015559627835	0.0341124037216503	-0.0860431925566995	4452	8579		none	6
HMG20B	-0.322307753018796	-0.289932246981204	10362	HMG20B	HMG20B	10362	-0.322307753018796	-0.289932246981204	0.032375506037592	10741	3423		none	6
GPR146	0.256607296436812	0.0624487035631884	115330	GPR146	GPR146	115330	0.256607296436812	0.0624487035631884	-0.194158592873623	1301	11351		none	6
BHLHA9	-0.104666933776683	0.125756933776683	727857	BHLHA9	BHLHA9	727857	-0.104666933776683	0.125756933776683	0.230423867553366	17373	14213		none	6
HAPLN2	-0.238577892402864	-0.156302107597136	60484	HAPLN2	HAPLN2	60484	-0.238577892402864	-0.156302107597136	0.0822757848057273	13316	10367		none	6
EXT2	-0.0715149766449858	-0.0647150233550142	2132	EXT2	EXT2	2132	-0.0715149766449858	-0.0647150233550142	0.00679995328997159	9323	717		none	6
CALHM3	-0.0433335797728708	-0.0203994202271292	119395	CALHM3	CALHM3	119395	-0.0433335797728708	-0.0203994202271292	0.0229341595457416	10232	14228		none	6
CXADR	0.249443976445021	0.252186023554979	1525	CXADR	CXADR	1525	0.249443976445021	0.252186023554979	0.00274204710995721	9094	17439		none	6
C1orf105	-0.163779106605315	-0.0928208933946853	92346	C1orf105	C1orf105	92346	-0.163779106605315	-0.0928208933946853	0.0709582132106295	12817	9644		none	6
LPCAT4	-0.113145345460302	0.0839563454603021	254531	LPCAT4	LPCAT4	254531	-0.113145345460302	0.0839563454603021	0.197101690920604	16905	4074		none	6
MTMR10	0.0329457416467301	0.13464825835327	54893	MTMR10	MTMR10	54893	0.0329457416467301	0.13464825835327	0.10170251670654	14195	769		none	6
PAGE2B	-0.241049951221819	-0.0940300487781812	389860	PAGE2B	PAGE2B	389860	-0.241049951221819	-0.0940300487781812	0.147019902443638	15784	9101		none	6
RALGAPA2	0.101851732895759	-0.0771587328957589	57186	RALGAPA2	RALGAPA2	57186	0.101851732895759	-0.0771587328957589	-0.179010465791518	1591	18021		none	6
SCUBE1	-0.219995262651557	0.0800522626515566	80274	SCUBE1	SCUBE1	80274	-0.219995262651557	0.0800522626515566	0.300047525303113	17858	3539		none	6
BCS1L	0.15517276114999	0.34655723885001	617	BCS1L	BCS1L	617	0.15517276114999	0.34655723885001	0.19138447770002	16808	6778		none	6
TMEM229A	0.0143946578089111	0.0545563421910889	730130	TMEM229A	TMEM229A	730130	0.0143946578089111	0.0545563421910889	0.0401616843821778	11181	11318		none	6
hsa-mir-1289-2	-0.185185779311718	-0.027440220688282	100302134	hsa-mir-1289-2	hsa-mir-1289-2	100302134	-0.185185779311718	-0.027440220688282	0.157745558623436	16077	13846		none	6
TTC38	-0.331790466990802	-0.109009533009198	55020	TTC38	TTC38	55020	-0.331790466990802	-0.109009533009198	0.222780933981604	17297	2375		none	6
SIGLEC9	0.120295698883963	0.111334301116037	27180	SIGLEC9	SIGLEC9	27180	0.120295698883963	0.111334301116037	-0.00896139776792557	8438	14869		none	6
SPAG8	-0.351785158044419	-0.162054841955581	26206	SPAG8	SPAG8	26206	-0.351785158044419	-0.162054841955581	0.189730316088838	16769	9933		none	6
CUTC	-0.200542656658588	-0.119337343341412	51076	CUTC	CUTC	51076	-0.200542656658588	-0.119337343341412	0.0812053133171752	13268	16490		none	6
C3	-0.106486240029025	-0.0845307599709746	718	C3	C3	718	-0.106486240029025	-0.0845307599709746	0.0219554800580508	10180	4039		none	6
C19orf38	-0.072798524180381	0.00274112418038101	255809	C19orf38	C19orf38	255809	-0.072798524180381	0.00274112418038101	0.075539648360762	13016	13131		none	6
STMND1	0.310280386091398	0.273589613908602	401236	STMND1	STMND1	401236	0.310280386091398	0.273589613908602	-0.0366907721827952	6895	2576		none	6
MRPL18	-0.0726312171836633	-0.0171387828163366	29074	MRPL18	MRPL18	29074	-0.0726312171836633	-0.0171387828163366	0.0554924343673267	12008	2272		none	6
FYB	0.286383354918561	0.269386645081439	2533	FYB	FYB	2533	0.286383354918561	0.269386645081439	-0.0169967098371229	7971	3661		none	6
IFI44L	0.0412895085944229	0.0222174914055771	10964	IFI44L	IFI44L	10964	0.0412895085944229	0.0222174914055771	-0.0190720171888457	7852	11332		none	6
NELFCD	-0.197746219877337	-0.379963780122663	51497	NELFCD	NELFCD	51497	-0.197746219877337	-0.379963780122663	-0.182217560245325	1530	15312		none	6
DBNDD2	0.144115236900515	-0.140785236900515	55861	DBNDD2	DBNDD2	55861	0.144115236900515	-0.140785236900515	-0.28490047380103	346	5188		none	6
TRIP4	-0.0114511788327656	-0.0653215211672344	9325	TRIP4	TRIP4	9325	-0.0114511788327656	-0.0653215211672344	-0.0538703423344689	5999	9783		none	6
SPRTN	-0.044796571605004	-0.212933428394996	83932	SPRTN	SPRTN	83932	-0.044796571605004	-0.212933428394996	-0.168136856789992	1794	2030		none	6
OLIG1	-0.0188731833329357	0.213114183332936	116448	OLIG1	OLIG1	116448	-0.0188731833329357	0.213114183332936	0.231987366665871	17385	14697		none	6
S1PR4	0.210527571987201	0.289982428012799	8698	S1PR4	S1PR4	8698	0.210527571987201	0.289982428012799	0.0794548560255971	13188	7325		none	6
ZSCAN31	-0.192907106896243	-0.281772893103757	64288	ZSCAN31	ZSCAN31	64288	-0.192907106896243	-0.281772893103757	-0.088865786207514	4321	2244		none	6
SMIM5	-0.08058208649673	0.09822908649673	643008	SMIM5	SMIM5	643008	-0.08058208649673	0.09822908649673	0.17881117299346	16548	7743		none	6
CEP112	-0.0155409071610144	-0.0301850928389856	201134	CEP112	CEP112	201134	-0.0155409071610144	-0.0301850928389856	-0.0146441856779712	8113	10892		none	6
MB	-0.0820958458078069	-0.105340154192193	4151	MB	MB	4151	-0.0820958458078069	-0.105340154192193	-0.0232443083843861	7640	7824		none	6
hsa-mir-6823	0.00384262011707993	-0.0565614201170799	102465494	hsa-mir-6823	hsa-mir-6823	102465494	0.00384262011707993	-0.0565614201170799	-0.0604040402341599	5644	4242		none	6
GANC	0.363772836309202	0.303667163690798	2595	GANC	GANC	2595	0.363772836309202	0.303667163690798	-0.0601056726184049	5663	8601		none	6
SAA2-SAA4	-0.112037070617119	-0.0103049293828815	100528017	SAA2-SAA4	SAA2-SAA4	100528017	-0.112037070617119	-0.0103049293828815	0.101732141234237	14197	17513		none	6
OR2H2	-0.0324120866975735	-0.0173539133024265	7932	OR2H2	OR2H2	7932	-0.0324120866975735	-0.0173539133024265	0.015058173395147	9782	15787		none	6
SLC16A13	-0.0155216028113521	0.133798602811352	201232	SLC16A13	SLC16A13	201232	-0.0155216028113521	0.133798602811352	0.149320205622704	15857	16612		none	6
KRTAP16-1	-0.157607897551004	0.0672828975510045	100505753	KRTAP16-1	KRTAP16-1	100505753	-0.157607897551004	0.0672828975510045	0.224890795102009	17317	5987		none	6
ZNF837	-0.0408131183293194	0.0986981183293194	116412	ZNF837	ZNF837	116412	-0.0408131183293194	0.0986981183293194	0.139511236658639	15557	9143		none	6
FFAR2	-0.121612880558434	0.175232880558434	2867	FFAR2	FFAR2	2867	-0.121612880558434	0.175232880558434	0.296845761116867	17843	5384		none	6
AUH	-0.16745456102356	-0.12612543897644	549	AUH	AUH	549	-0.16745456102356	-0.12612543897644	0.0413291220471207	11233	8138		none	6
TSEN2	0.0105832291979178	-0.00290492919791781	80746	TSEN2	TSEN2	80746	0.0105832291979178	-0.00290492919791781	-0.0134881583958356	8180	12290		none	6
DZANK1	-0.0820743113111729	-0.186088688688827	55184	DZANK1	DZANK1	55184	-0.0820743113111729	-0.186088688688827	-0.104014377377654	3698	15650		none	6
ADAMDEC1	-0.0697153613426863	0.0183163613426863	27299	ADAMDEC1	ADAMDEC1	27299	-0.0697153613426863	0.0183163613426863	0.0880317226853726	13590	7268		none	6
GSTT2	-0.280834949991833	-0.0395310500081668	2953	GSTT2	GSTT2	2953	-0.280834949991833	-0.0395310500081668	0.241303899983666	17488	3129		none	6
ABCB10	-0.0143276413274161	0.0710796413274161	23456	ABCB10	ABCB10	23456	-0.0143276413274161	0.0710796413274161	0.0854072826548321	13465	10693		none	6
SOCS6	-0.0334145301360779	0.0011399301360779	9306	SOCS6	SOCS6	9306	-0.0334145301360779	0.0011399301360779	0.0345544602721558	10855	9095		none	6
MTERFD2	-0.101983678782836	-0.0252783212171639	130916	MTERFD2	MTERFD2	130916	-0.101983678782836	-0.0252783212171639	0.0767053575656722	13068	5106		none	6
KLHL40	-0.127505195134421	-0.165644804865579	131377	KLHL40	KLHL40	131377	-0.127505195134421	-0.165644804865579	-0.038139609731158	6814	7671		none	6
COQ7	-0.175076280603406	-0.359193719396594	10229	COQ7	COQ7	10229	-0.175076280603406	-0.359193719396594	-0.184117438793188	1502	16438		none	6
TIMM8B	-0.108714248240941	-0.092935751759059	26521	TIMM8B	TIMM8B	26521	-0.108714248240941	-0.092935751759059	0.0157784964818819	9820	7167		none	6
MUCL1	-0.138345148321745	-0.241624851678255	118430	MUCL1	MUCL1	118430	-0.138345148321745	-0.241624851678255	-0.10327970335651	3719	8348		none	6
hsa-mir-95	-0.0774308984873993	0.00813889848739926	407052	hsa-mir-95	hsa-mir-95	407052	-0.0774308984873993	0.00813889848739926	0.0855697969747985	13474	4295		none	6
KLHL30	-0.160963500256341	-0.0114194997436588	377007	KLHL30	KLHL30	377007	-0.160963500256341	-0.0114194997436588	0.149544000512682	15864	2201		none	6
NRG3	-0.0376501994962924	0.0425641994962924	10718	NRG3	NRG3	10718	-0.0376501994962924	0.0425641994962924	0.0802143989925848	13227	2505		none	6
CA13	-0.264040079119052	-0.175479920880948	377677	CA13	CA13	377677	-0.264040079119052	-0.175479920880948	0.088560158238104	13612	15130		none	6
NR2C1	-0.13496840695357	0.0680484069535695	7181	NR2C1	NR2C1	7181	-0.13496840695357	0.0680484069535695	0.203016813907139	17009	4491		none	6
hsa-mir-6758	0.0257936115755147	0.109716388424485	102465454	hsa-mir-6758	hsa-mir-6758	102465454	0.0257936115755147	0.109716388424485	0.0839227768489707	13392	3065		none	6
KRTAP9-1	-0.160517340216351	-0.0326606597836495	728318	KRTAP9-1	KRTAP9-1	728318	-0.160517340216351	-0.0326606597836495	0.127856680432701	15182	5812		none	6
hsa-mir-8088	0.0760044606652915	0.134745539334709	102466880	hsa-mir-8088	hsa-mir-8088	102466880	0.0760044606652915	0.134745539334709	0.058741078669417	12166	5872		none	6
PIP4K2C	-0.304477304872424	-0.236542695127576	79837	PIP4K2C	PIP4K2C	79837	-0.304477304872424	-0.236542695127576	0.0679346097448473	12668	11374		none	6
MUC7	0.00438591690130331	0.114683883098697	4589	MUC7	MUC7	4589	0.00438591690130331	0.114683883098697	0.110297966197393	14536	12714		none	6
HTR2B	0.0485434100870267	0.0318725899129733	3357	HTR2B	HTR2B	3357	0.0485434100870267	0.0318725899129733	-0.0166708201740535	7996	605		none	6
SLC16A6	0.118437720735586	-0.0793247207355855	9120	SLC16A6	SLC16A6	9120	0.118437720735586	-0.0793247207355855	-0.197762441471171	1251	10782		none	6
OR6C6	-0.0619411934081086	0.0363961934081086	283365	OR6C6	OR6C6	283365	-0.0619411934081086	0.0363961934081086	0.0983373868162173	14045	7448		none	6
MYL1	-0.154638946585415	-0.198851053414585	4632	MYL1	MYL1	4632	-0.154638946585415	-0.198851053414585	-0.04421210682917	6493	11263		none	6
ZNF416	0.391585242672323	0.378854757327677	55659	ZNF416	ZNF416	55659	0.391585242672323	0.378854757327677	-0.0127304853446462	8232	995		none	6
AKAP7	-0.0757926865313043	-0.127409313468696	9465	AKAP7	AKAP7	9465	-0.0757926865313043	-0.127409313468696	-0.0516166269373914	6120	1928		none	6
SORD	0.03103369490153	0.07452430509847	6652	SORD	SORD	6652	0.03103369490153	0.07452430509847	0.04349061019694	11351	17621		none	6
C1QTNF8	-0.0440364177791718	0.0357474177791718	390664	C1QTNF8	C1QTNF8	390664	-0.0440364177791718	0.0357474177791718	0.0797838355583436	13209	10663		none	6
RILPL2	0.135866421337486	0.0281075786625139	196383	RILPL2	RILPL2	196383	0.135866421337486	0.0281075786625139	-0.107758842674972	3555	1527		none	6
KCNMB4	0.165651166730866	0.206308833269134	27345	KCNMB4	KCNMB4	27345	0.165651166730866	0.206308833269134	0.0406576665382677	11205	13786		none	6
DEFB115	-0.0508761341828666	0.257740134182867	245929	DEFB115	DEFB115	245929	-0.0508761341828666	0.257740134182867	0.308616268365733	17886	17264		none	6
AKR1C3	-0.0649955856116555	-0.0287214143883445	8644	AKR1C3	AKR1C3	8644	-0.0649955856116555	-0.0287214143883445	0.0362741712233111	10951	10363		none	6
FMO2	-0.0935235668387229	-0.200744433161277	2327	FMO2	FMO2	2327	-0.0935235668387229	-0.200744433161277	-0.107220866322554	3583	3904		none	6
EMD	-0.175092154182588	-0.148917845817412	2010	EMD	EMD	2010	-0.175092154182588	-0.148917845817412	0.0261743083651767	10419	5708		none	6
hsa-mir-548i-2	0.100266763884664	0.128273236115336	100302277	hsa-mir-548i-2	hsa-mir-548i-2	100302277	0.100266763884664	0.128273236115336	0.0280064722306719	10503	12124		none	6
PCGF2	0.00483679317471937	-0.0436974931747194	7703	PCGF2	PCGF2	7703	0.00483679317471937	-0.0436974931747194	-0.0485342863494387	6281	16116		none	6
TMEM87A	0.197999881871023	0.123440118128977	25963	TMEM87A	TMEM87A	25963	0.197999881871023	0.123440118128977	-0.0745597637420451	4983	5896		none	6
ASXL3	-0.0149534070987228	-0.0365895929012773	80816	ASXL3	ASXL3	80816	-0.0149534070987228	-0.0365895929012773	-0.0216361858025545	7720	5084		none	6
CD22	0.0195464578326699	0.0547515421673301	933	CD22	CD22	933	0.0195464578326699	0.0547515421673301	0.0352050843346602	10889	11179		none	6
PTPRC	0.104767131938471	0.184972868061529	5788	PTPRC	PTPRC	5788	0.104767131938471	0.184972868061529	0.0802057361230571	13226	6872		none	6
PDZRN4	-0.113974828253256	0.116984828253256	29951	PDZRN4	PDZRN4	29951	-0.113974828253256	0.116984828253256	0.230959656506513	17381	9212		none	6
KIAA1683	-0.357364551148035	-0.332875448851965	80726	KIAA1683	KIAA1683	80726	-0.357364551148035	-0.332875448851965	0.0244891022960709	10322	4173		none	6
SLC30A3	0.0576700384829314	-0.0121850384829314	7781	SLC30A3	SLC30A3	7781	0.0576700384829314	-0.0121850384829314	-0.0698550769658628	5206	11406		none	6
ADRA2C	0.0546850808623551	0.0309849191376449	152	ADRA2C	ADRA2C	152	0.0546850808623551	0.0309849191376449	-0.0237001617247102	7609	14786		none	6
KIF24	0.177289640893335	0.0549593591066648	347240	KIF24	KIF24	347240	0.177289640893335	0.0549593591066648	-0.12233028178667	3018	2857		none	6
RARS	0.0640395626208801	0.0295924373791199	5917	RARS	RARS	5917	0.0640395626208801	0.0295924373791199	-0.0344471252417602	7006	17048		none	6
SAMD9	0.0261978572862714	-0.0717038572862713	54809	SAMD9	SAMD9	54809	0.0261978572862714	-0.0717038572862713	-0.0979017145725427	3943	12518		none	6
GPAA1	-0.24140507918064	-0.0983749208193597	8733	GPAA1	GPAA1	8733	-0.24140507918064	-0.0983749208193597	0.143030158361281	15668	16561		none	6
KPNA1	-0.224405363060909	-0.0229216369390906	3836	KPNA1	KPNA1	3836	-0.224405363060909	-0.0229216369390906	0.201483726121819	16977	5796		none	6
PARD3	-0.353723575341883	-0.199436424658117	56288	PARD3	PARD3	56288	-0.353723575341883	-0.199436424658117	0.154287150683767	15992	3237		none	6
C15orf43	0.016835291531411	0.063753708468589	145645	C15orf43	C15orf43	145645	0.016835291531411	0.063753708468589	0.046918416937178	11526	7848		none	6
BAGE	0.121860984034183	-0.0162299840341834	574	BAGE	BAGE	574	0.121860984034183	-0.0162299840341834	-0.138090968068367	2535	3597		none	6
PDE3B	0.0277892415877527	0.195598758412247	5140	PDE3B	PDE3B	5140	0.0277892415877527	0.195598758412247	0.167809516824495	16322	14345		none	6
OR2W1	0.164776727079409	0.108633272920591	26692	OR2W1	OR2W1	26692	0.164776727079409	0.108633272920591	-0.0561434541588175	5880	12021		none	6
SRXN1	0.0370672890962371	0.212762710903763	140809	SRXN1	SRXN1	140809	0.0370672890962371	0.212762710903763	0.175695421807526	16490	13632		none	6
ATP1B1	-0.00364156604321558	-0.0109299539567844	481	ATP1B1	ATP1B1	481	-0.00364156604321558	-0.0109299539567844	-0.00728838791356885	8525	7774		none	6
HADH	-0.111827944226621	0.0489469442266211	3033	HADH	HADH	3033	-0.111827944226621	0.0489469442266211	0.160774888453242	16161	4683		none	6
PAX2	0.11242495758308	0.24871504241692	5076	PAX2	PAX2	5076	0.11242495758308	0.24871504241692	0.13629008483384	15446	3998		none	6
NEU1	0.191667494975366	-0.0413044949753658	4758	NEU1	NEU1	4758	0.191667494975366	-0.0413044949753658	-0.232971989950732	776	4249		none	6
POU4F2	0.00628862913231807	0.00132117086768193	5458	POU4F2	POU4F2	5458	0.00628862913231807	0.00132117086768193	-0.00496745826463615	8635	17561		none	6
C2orf78	0.0288688560342564	0.0408881439657436	388960	C2orf78	C2orf78	388960	0.0288688560342564	0.0408881439657436	0.0120192879314871	9604	103		none	6
hsa-mir-761	-0.113521632860975	-0.138338367139025	100313892	hsa-mir-761	hsa-mir-761	100313892	-0.113521632860975	-0.138338367139025	-0.024816734278051	7542	7705		none	6
USP42	-0.219000588196128	-0.125499411803872	84132	USP42	USP42	84132	-0.219000588196128	-0.125499411803872	0.0935011763922555	13820	17385		none	6
FBXO17	0.314414062339861	0.284135937660139	115290	FBXO17	FBXO17	115290	0.314414062339861	0.284135937660139	-0.0302781246797214	7233	16321		none	6
SLC6A3	-0.221884970427965	-0.165045029572035	6531	SLC6A3	SLC6A3	6531	-0.221884970427965	-0.165045029572035	0.05683994085593	12066	356		none	6
DSG4	-0.045382368717219	0.022050368717219	147409	DSG4	DSG4	147409	-0.045382368717219	0.022050368717219	0.067432737434438	12632	17931		none	6
ZNF664	-0.296055276295507	-0.134594723704493	144348	ZNF664	ZNF664	144348	-0.296055276295507	-0.134594723704493	0.161460552591014	16179	17519		none	6
MMP7	0.191369580443458	0.0763214195565418	4316	MMP7	MMP7	4316	0.191369580443458	0.0763214195565418	-0.115048160886916	3285	4613		none	6
IST1	-0.0526397960096266	-0.181539203990373	9798	IST1	IST1	9798	-0.0526397960096266	-0.181539203990373	-0.128899407980747	2822	9977		none	6
CILP2	0.0874963275428099	0.12069567245719	148113	CILP2	CILP2	148113	0.0874963275428099	0.12069567245719	0.0331993449143801	10786	4999		none	6
COL5A1	-0.721454237499192	-0.497515762500808	1289	COL5A1	COL5A1	1289	-0.721454237499192	-0.497515762500808	0.223938474998385	17310	4363		none	6
C4BPA	-0.0144336101285082	0.0187256101285082	722	C4BPA	C4BPA	722	-0.0144336101285082	0.0187256101285082	0.0331592202570165	10779	4223		none	6
TRIM28	-0.0947545862133462	-0.207311413786654	10155	TRIM28	TRIM28	10155	-0.0947545862133462	-0.207311413786654	-0.112556827573308	3378	3334		none	6
ITIH3	-0.187346640971242	-0.270073359028758	3699	ITIH3	ITIH3	3699	-0.187346640971242	-0.270073359028758	-0.0827267180575154	4609	13629		none	6
MAP3K7	-0.276041725287206	-0.279218274712794	6885	MAP3K7	MAP3K7	6885	-0.276041725287206	-0.279218274712794	-0.00317654942558826	8743	7336		none	6
SUPT7L	0.0951620938603298	0.0674129061396702	9913	SUPT7L	SUPT7L	9913	0.0951620938603298	0.0674129061396702	-0.0277491877206597	7376	2130		none	6
FAM104B	-0.124878995284298	-0.0713860047157024	90736	FAM104B	FAM104B	90736	-0.124878995284298	-0.0713860047157024	0.0534929905685952	11879	12407		none	6
FABP7	-0.0369705341665807	0.0678095341665807	2173	FABP7	FABP7	2173	-0.0369705341665807	0.0678095341665807	0.104780068333161	14322	11210		none	6
SERF2	0.239815621645662	0.276294378354338	10169	SERF2	SERF2	10169	0.239815621645662	0.276294378354338	0.0364787567086761	10966	1248		none	6
hsa-mir-20a	0.188926861335455	0.114543138664545	406982	hsa-mir-20a	hsa-mir-20a	406982	0.188926861335455	0.114543138664545	-0.0743837226709107	4994	13423		none	6
TRIM16	-0.16834387554447	-0.16507612445553	10626	TRIM16	TRIM16	10626	-0.16834387554447	-0.16507612445553	0.0032677510889409	9121	8823		none	6
ABCA10	-0.0561090536847649	-0.0384889463152351	10349	ABCA10	ABCA10	10349	-0.0561090536847649	-0.0384889463152351	0.0176201073695298	9929	10173		none	6
B3GNT8	0.0770204509953184	0.133644549004682	374907	B3GNT8	B3GNT8	374907	0.0770204509953184	0.133644549004682	0.0566240980093632	12050	17326		none	6
CORO1C	0.0634663435008292	0.0396726564991708	23603	CORO1C	CORO1C	23603	0.0634663435008292	0.0396726564991708	-0.0237936870016584	7604	3934		none	6
FAM120B	0.170646202401804	0.358093797598196	84498	FAM120B	FAM120B	84498	0.170646202401804	0.358093797598196	0.187447595196393	16723	13322		none	6
AGAP6	-0.288311397949898	-0.421198602050102	414189	AGAP6	AGAP6	414189	-0.288311397949898	-0.421198602050102	-0.132887204100205	2694	3855		none	6
