Gene	D7	D14	EntrezID	Symbol	HumanGene	GeneID	Control	Treatment	Diff
SPANXN2	-0.0991479261918391	0.0748769261918391	494119	SPANXN2	SPANXN2	494119	-0.0991479261918391	0.0748769261918391	0.174024852383678
MCEE	-0.0159600980693075	-0.0438509019306925	84693	MCEE	MCEE	84693	-0.0159600980693075	-0.0438509019306925	-0.027890803861385
SP140	-0.0523617578175969	0.0562017578175969	11262	SP140	SP140	11262	-0.0523617578175969	0.0562017578175969	0.108563515635194
SLC26A8	0.0148810001992439	0.200053999800756	116369	SLC26A8	SLC26A8	116369	0.0148810001992439	0.200053999800756	0.185172999601512
MAGEE2	0.140624717395447	-0.0796897173954465	139599	MAGEE2	MAGEE2	139599	0.140624717395447	-0.0796897173954465	-0.220314434790893
TPCN2	0.0946409768105686	0.142607023189431	219931	TPCN2	TPCN2	219931	0.0946409768105686	0.142607023189431	0.0479660463788629
CST7	-0.0575380837382989	0.0860170837382989	8530	CST7	CST7	8530	-0.0575380837382989	0.0860170837382989	0.143555167476598
FOXP4	0.0027194305181556	0.0133232694818444	116113	FOXP4	FOXP4	116113	0.0027194305181556	0.0133232694818444	0.0106038389636888
TSPY8	-0.36833083148383	-0.00741116851616999	728403	TSPY8	TSPY8	728403	-0.36833083148383	-0.00741116851616999	0.36091966296766
UBXN4	0.417888273565993	0.0211017264340067	23190	UBXN4	UBXN4	23190	0.417888273565993	0.0211017264340067	-0.396786547131987
COL5A2	0.130307289681637	0.112392710318363	1290	COL5A2	COL5A2	1290	0.130307289681637	0.112392710318363	-0.0179145793632732
ATP6AP1L	-0.0706534945578838	-0.0112365054421162	92270	ATP6AP1L	ATP6AP1L	92270	-0.0706534945578838	-0.0112365054421162	0.0594169891157676
PRDM5	0.0396893066057219	0.0242176933942781	11107	PRDM5	PRDM5	11107	0.0396893066057219	0.0242176933942781	-0.0154716132114438
SNN	-0.015065269977651	-0.112018330022349	8303	SNN	SNN	8303	-0.015065269977651	-0.112018330022349	-0.096953060044698
DCTN1	-0.176418481321295	-0.174191518678705	1639	DCTN1	DCTN1	1639	-0.176418481321295	-0.174191518678705	0.00222696264259081
XIRP1	0.0339432027597586	0.0160667972402414	165904	XIRP1	XIRP1	165904	0.0339432027597586	0.0160667972402414	-0.0178764055195172
HLA-E	-0.0146661108745408	0.0191341108745408	3133	HLA-E	HLA-E	3133	-0.0146661108745408	0.0191341108745408	0.0338002217490816
RHBDL3	0.371415505560146	0.135004494439854	162494	RHBDL3	RHBDL3	162494	0.371415505560146	0.135004494439854	-0.236411011120293
HRASLS5	-0.0366424561010399	0.0392834561010399	117245	HRASLS5	HRASLS5	117245	-0.0366424561010399	0.0392834561010399	0.0759259122020798
MTPN	-0.00152126043301175	-0.173287939566988	136319	MTPN	MTPN	136319	-0.00152126043301175	-0.173287939566988	-0.171766679133977
COPS7B	-0.0971241984365512	-0.103560801563449	64708	COPS7B	COPS7B	64708	-0.0971241984365512	-0.103560801563449	-0.0064366031268976
FAM134B	0.106070843409169	0.0537171565908306	54463	FAM134B	FAM134B	54463	0.106070843409169	0.0537171565908306	-0.0523536868183388
SYT11	-0.0969146486329115	-0.0508823513670885	23208	SYT11	SYT11	23208	-0.0969146486329115	-0.0508823513670885	0.0460322972658229
NXPH1	-0.0482587019861699	0.0948587019861699	30010	NXPH1	NXPH1	30010	-0.0482587019861699	0.0948587019861699	0.14311740397234
NDUFB9	-0.186945197102123	-0.0847698028978768	4715	NDUFB9	NDUFB9	4715	-0.186945197102123	-0.0847698028978768	0.102175394204246
TRAF3IP3	-0.18140654258238	-0.16344345741762	80342	TRAF3IP3	TRAF3IP3	80342	-0.18140654258238	-0.16344345741762	0.0179630851647602
FAM167B	0.0368112237836973	0.0261487762163027	84734	FAM167B	FAM167B	84734	0.0368112237836973	0.0261487762163027	-0.0106624475673946
ZDHHC1	0.00447997863640472	0.0578975213635953	29800	ZDHHC1	ZDHHC1	29800	0.00447997863640472	0.0578975213635953	0.0534175427271906
B3GALT5	0.240577968151019	0.226662031848981	10317	B3GALT5	B3GALT5	10317	0.240577968151019	0.226662031848981	-0.0139159363020384
CAPNS2	0.229550696950326	0.194839303049674	84290	CAPNS2	CAPNS2	84290	0.229550696950326	0.194839303049674	-0.0347113939006516
hsa-mir-568	0.363743127763484	0.384736872236516	693153	hsa-mir-568	hsa-mir-568	693153	0.363743127763484	0.384736872236516	0.0209937444730326
LRP11	-0.191065213092594	-0.240444786907406	84918	LRP11	LRP11	84918	-0.191065213092594	-0.240444786907406	-0.049379573814811
HIST1H4J	0.101854592204412	-0.121244592204412	8363	HIST1H4J	HIST1H4J	8363	0.101854592204412	-0.121244592204412	-0.223099184408823
ZNF26	-0.132563884871316	-0.0690761151286842	7574	ZNF26	ZNF26	7574	-0.132563884871316	-0.0690761151286842	0.0634877697426316
BOLL	-0.116577389611177	-0.286713610388823	66037	BOLL	BOLL	66037	-0.116577389611177	-0.286713610388823	-0.170136220777645
AGBL1	-0.25793608209299	-0.28757391790701	123624	AGBL1	AGBL1	123624	-0.25793608209299	-0.28757391790701	-0.0296378358140192
BLZF1	-0.0523333448407649	-0.0395806551592351	8548	BLZF1	BLZF1	8548	-0.0523333448407649	-0.0395806551592351	0.0127526896815299
PHC2	0.135926752159582	0.117523247840418	1912	PHC2	PHC2	1912	0.135926752159582	0.117523247840418	-0.0184035043191641
IL34	-0.114043330818609	0.103863330818609	146433	IL34	IL34	146433	-0.114043330818609	0.103863330818609	0.217906661637217
FAM160B2	0.0276102441124118	-0.0659112441124118	64760	FAM160B2	FAM160B2	64760	0.0276102441124118	-0.0659112441124118	-0.0935214882248236
hsa-let-7c	0.0575750249388043	0.0951039750611957	406885	hsa-let-7c	hsa-let-7c	406885	0.0575750249388043	0.0951039750611957	0.0375289501223914
OR5AK2	0.0173456681016829	0.154410331898317	390181	OR5AK2	OR5AK2	390181	0.0173456681016829	0.154410331898317	0.137064663796634
CCRN4L	0.0905317061164353	0.0296072938835647	25819	CCRN4L	CCRN4L	25819	0.0905317061164353	0.0296072938835647	-0.0609244122328705
ARHGAP11A	-0.136855121741313	-0.089644878258687	9824	ARHGAP11A	ARHGAP11A	9824	-0.136855121741313	-0.089644878258687	0.047210243482626
OR2AP1	0.0122397303480201	0.18984426965198	121129	OR2AP1	OR2AP1	121129	0.0122397303480201	0.18984426965198	0.17760453930396
CNTF	-0.0983168301239551	-0.0658131698760449	1270	CNTF	CNTF	1270	-0.0983168301239551	-0.0658131698760449	0.0325036602479102
CUL3	-0.299391473745557	-0.436078526254443	8452	CUL3	CUL3	8452	-0.299391473745557	-0.436078526254443	-0.136687052508885
PODXL2	-0.0656912858544574	-0.188520714145543	50512	PODXL2	PODXL2	50512	-0.0656912858544574	-0.188520714145543	-0.122829428291085
IKZF3	0.160452454844439	0.252877545155561	22806	IKZF3	IKZF3	22806	0.160452454844439	0.252877545155561	0.0924250903111222
ZNF599	0.296175311180381	0.188614688819619	148103	ZNF599	ZNF599	148103	0.296175311180381	0.188614688819619	-0.107560622360763
USP17L8	0.137605169387621	-0.105065169387621	392188	USP17L8	USP17L8	392188	0.137605169387621	-0.105065169387621	-0.242670338775243
NUDT16L1	-0.128842390028719	0.0852553900287192	84309	NUDT16L1	NUDT16L1	84309	-0.128842390028719	0.0852553900287192	0.214097780057439
hsa-mir-8080	0.0217333424149516	-0.0930303424149516	102465877	hsa-mir-8080	hsa-mir-8080	102465877	0.0217333424149516	-0.0930303424149516	-0.114763684829903
ADNP2	0.266836388254992	0.0721566117450078	22850	ADNP2	ADNP2	22850	0.266836388254992	0.0721566117450078	-0.194679776509984
PEX12	0.0832158756443671	0.129650124355633	5193	PEX12	PEX12	5193	0.0832158756443671	0.129650124355633	0.0464342487112658
HSP90AA1	0.0108949349667808	0.0190590650332192	3320	HSP90AA1	HSP90AA1	3320	0.0108949349667808	0.0190590650332192	0.00816413006643839
MIEF2	-0.208293024655075	-0.112466975344925	125170	MIEF2	MIEF2	125170	-0.208293024655075	-0.112466975344925	0.0958260493101491
hsa-mir-6804	0.0103119063115932	-0.137609906311593	102465482	hsa-mir-6804	hsa-mir-6804	102465482	0.0103119063115932	-0.137609906311593	-0.147921812623186
DDX39B	-0.261922680685239	-0.596217319314761	7919	DDX39B	DDX39B	7919	-0.261922680685239	-0.596217319314761	-0.334294638629522
BPGM	0.0901765122940505	0.00317118770594944	669	BPGM	BPGM	669	0.0901765122940505	0.00317118770594944	-0.0870053245881011
PABPC1L2B	0.406943029611376	0.102929970388624	645974	PABPC1L2B	PABPC1L2B	645974	0.406943029611376	0.102929970388624	-0.304013059222751
KCNK7	0.18733363337823	0.0533333666217698	10089	KCNK7	KCNK7	10089	0.18733363337823	0.0533333666217698	-0.13400026675646
NIT1	-0.220919551699956	-0.0563834483000438	4817	NIT1	NIT1	4817	-0.220919551699956	-0.0563834483000438	0.164536103399912
PRG4	-0.0373689216814088	0.0496769216814088	10216	PRG4	PRG4	10216	-0.0373689216814088	0.0496769216814088	0.0870458433628176
COX14	-0.0734082586817661	-0.0820207413182339	84987	COX14	COX14	84987	-0.0734082586817661	-0.0820207413182339	-0.00861248263646779
LCNL1	-0.00374333922100065	-0.0680616607789993	401562	LCNL1	LCNL1	401562	-0.00374333922100065	-0.0680616607789993	-0.0643183215579987
ELP2	0.132531292338073	-0.0643832923380729	55250	ELP2	ELP2	55250	0.132531292338073	-0.0643832923380729	-0.196914584676146
HGF	0.00884191243841399	0.100164087561586	3082	HGF	HGF	3082	0.00884191243841399	0.100164087561586	0.091322175123172
ZNF615	0.227141089820171	0.219048910179829	284370	ZNF615	ZNF615	284370	0.227141089820171	0.219048910179829	-0.00809217964034245
FBXO44	0.0945912582842353	-0.0431682582842353	93611	FBXO44	FBXO44	93611	0.0945912582842353	-0.0431682582842353	-0.137759516568471
CCBL2	0.145533847619385	-0.211813847619385	56267	CCBL2	CCBL2	56267	0.145533847619385	-0.211813847619385	-0.35734769523877
TUBAL3	0.11572703291531	0.37902296708469	79861	TUBAL3	TUBAL3	79861	0.11572703291531	0.37902296708469	0.26329593416938
CD300LD	-0.0784368233947829	-0.0440541766052171	100131439	CD300LD	CD300LD	100131439	-0.0784368233947829	-0.0440541766052171	0.0343826467895657
GTF2H5	0.0627532778418945	-0.0378542778418945	404672	GTF2H5	GTF2H5	404672	0.0627532778418945	-0.0378542778418945	-0.100607555683789
SPATC1L	0.0908461115997432	-0.144803111599743	84221	SPATC1L	SPATC1L	84221	0.0908461115997432	-0.144803111599743	-0.235649223199486
CLASP1	-0.0108680963866759	0.109574996386676	23332	CLASP1	CLASP1	23332	-0.0108680963866759	0.109574996386676	0.120443092773352
MIA	0.148505117232602	-0.055264117232602	8190	MIA	MIA	8190	0.148505117232602	-0.055264117232602	-0.203769234465204
WNT8B	0.112234378040222	0.0423616219597778	7479	WNT8B	WNT8B	7479	0.112234378040222	0.0423616219597778	-0.0698727560804444
CDCA3	-0.0627171916055346	-0.0771988083944654	83461	CDCA3	CDCA3	83461	-0.0627171916055346	-0.0771988083944654	-0.0144816167889308
DAGLA	-0.101342576869164	-0.0338104231308355	747	DAGLA	DAGLA	747	-0.101342576869164	-0.0338104231308355	0.067532153738329
BTN2A1	0.106484005490963	0.0607959945090369	11120	BTN2A1	BTN2A1	11120	0.106484005490963	0.0607959945090369	-0.0456880109819262
TGIF2LX	-0.0719342761241154	-0.0233967238758846	90316	TGIF2LX	TGIF2LX	90316	-0.0719342761241154	-0.0233967238758846	0.0485375522482307
TIMP4	-0.230518962062985	-0.0647110379370147	7079	TIMP4	TIMP4	7079	-0.230518962062985	-0.0647110379370147	0.165807924125971
UNC13C	-0.0242656968634604	-0.0572593031365396	440279	UNC13C	UNC13C	440279	-0.0242656968634604	-0.0572593031365396	-0.0329936062730791
SFN	0.302080354115983	0.0908126458840168	2810	SFN	SFN	2810	0.302080354115983	0.0908126458840168	-0.211267708231966
POLRMT	0.197270685241214	0.133419314758786	5442	POLRMT	POLRMT	5442	0.197270685241214	0.133419314758786	-0.0638513704824284
BCL2L10	0.0805340208996295	-0.124166020899629	10017	BCL2L10	BCL2L10	10017	0.0805340208996295	-0.124166020899629	-0.204700041799259
MYPN	0.0768489267582207	0.195668073241779	84665	MYPN	MYPN	84665	0.0768489267582207	0.195668073241779	0.118819146483558
OIT3	-0.277154000644376	0.0237900006443762	170392	OIT3	OIT3	170392	-0.277154000644376	0.0237900006443762	0.300944001288752
SMURF1	-0.0209158664075522	-0.0942081335924478	57154	SMURF1	SMURF1	57154	-0.0209158664075522	-0.0942081335924478	-0.0732922671848956
STAG2	-0.317287492232675	-0.356782507767325	10735	STAG2	STAG2	10735	-0.317287492232675	-0.356782507767325	-0.0394950155346498
NOD2	0.0905354280746847	0.149914571925315	64127	NOD2	NOD2	64127	0.0905354280746847	0.149914571925315	0.0593791438506305
SMG7	0.231598510402375	-0.289698510402375	9887	SMG7	SMG7	9887	0.231598510402375	-0.289698510402375	-0.521297020804749
MCPH1	-0.128522960863568	-0.121187039136432	79648	MCPH1	MCPH1	79648	-0.128522960863568	-0.121187039136432	0.00733592172713669
SS18	-0.229757228405228	-0.0733787715947723	6760	SS18	SS18	6760	-0.229757228405228	-0.0733787715947723	0.156378456810455
USP40	-0.202101819395095	-0.193558180604905	55230	USP40	USP40	55230	-0.202101819395095	-0.193558180604905	0.00854363879019018
AFF1	-0.0993956998146252	-0.0753213001853748	4299	AFF1	AFF1	4299	-0.0993956998146252	-0.0753213001853748	0.0240743996292504
IRF1	-0.123238845227392	-0.0195821547726076	3659	IRF1	IRF1	3659	-0.123238845227392	-0.0195821547726076	0.103656690454785
OR5M10	0.178718274222939	0.225891725777061	390167	OR5M10	OR5M10	390167	0.178718274222939	0.225891725777061	0.0471734515541228
STH	0.0499844873157486	0.180058512684251	246744	STH	STH	246744	0.0499844873157486	0.180058512684251	0.130074025368503
HP	0.169961799377973	0.117458200622027	3240	HP	HP	3240	0.169961799377973	0.117458200622027	-0.0525035987559465
ATXN2L	-0.0344009488915845	-0.0407800511084156	11273	ATXN2L	ATXN2L	11273	-0.0344009488915845	-0.0407800511084156	-0.0063791022168311
ASGR2	-0.276748476838234	-0.092581523161766	433	ASGR2	ASGR2	433	-0.276748476838234	-0.092581523161766	0.184166953676468
MATN2	0.0256625150126271	-0.0320765150126271	4147	MATN2	MATN2	4147	0.0256625150126271	-0.0320765150126271	-0.0577390300252542
CNN1	0.0673502814940998	0.00286291850590023	1264	CNN1	CNN1	1264	0.0673502814940998	0.00286291850590023	-0.0644873629881995
TNNC1	-0.12506601749253	-0.16051398250747	7134	TNNC1	TNNC1	7134	-0.12506601749253	-0.16051398250747	-0.0354479650149393
hsa-mir-641	0.13734126391403	0.13869873608597	693226	hsa-mir-641	hsa-mir-641	693226	0.13734126391403	0.13869873608597	0.00135747217193954
GCC1	-0.32579054173075	-0.32397945826925	79571	GCC1	GCC1	79571	-0.32579054173075	-0.32397945826925	0.00181108346150044
AMOTL2	0.205251956455548	0.396258043544452	51421	AMOTL2	AMOTL2	51421	0.205251956455548	0.396258043544452	0.191006087088904
RPS6KB2	-0.0631600972417809	-0.127686902758219	6199	RPS6KB2	RPS6KB2	6199	-0.0631600972417809	-0.127686902758219	-0.0645268055164382
UBALD2	0.260641434550891	0.0578445654491093	283991	UBALD2	UBALD2	283991	0.260641434550891	0.0578445654491093	-0.202796869101781
PLOD3	0.161503069210462	0.136566930789538	8985	PLOD3	PLOD3	8985	0.161503069210462	0.136566930789538	-0.024936138420925
ADH5	0.103914814467436	0.0569841855325641	128	ADH5	ADH5	128	0.103914814467436	0.0569841855325641	-0.0469306289348718
THADA	0.0500956564600956	-0.0368576564600956	63892	THADA	THADA	63892	0.0500956564600956	-0.0368576564600956	-0.0869533129201913
hsa-mir-23c	0.0549308093221904	-0.0419918093221904	100500809	hsa-mir-23c	hsa-mir-23c	100500809	0.0549308093221904	-0.0419918093221904	-0.0969226186443807
URGCP-MRPS24	-0.641421834567952	0.0210878345679522	100534592	URGCP-MRPS24	URGCP-MRPS24	100534592	-0.641421834567952	0.0210878345679522	0.662509669135904
TACO1	-0.178982342122815	-0.197937657877185	51204	TACO1	TACO1	51204	-0.178982342122815	-0.197937657877185	-0.0189553157543693
ADAMTS5	0.398384990711782	0.218885009288218	11096	ADAMTS5	ADAMTS5	11096	0.398384990711782	0.218885009288218	-0.179499981423563
XG	-0.215799674701147	-0.217310325298853	7499	XG	XG	7499	-0.215799674701147	-0.217310325298853	-0.00151065059770639
SCGB1A1	-0.00387103040434549	0.0148069304043455	7356	SCGB1A1	SCGB1A1	7356	-0.00387103040434549	0.0148069304043455	0.018677960808691
C11orf30	-0.118491366500236	0.0862783665002364	56946	C11orf30	C11orf30	56946	-0.118491366500236	0.0862783665002364	0.204769733000473
DEFB112	-0.0543844790437775	-0.0334715209562225	245915	DEFB112	DEFB112	245915	-0.0543844790437775	-0.0334715209562225	0.0209129580875551
FUBP1	0.275438567089575	0.128111432910425	8880	FUBP1	FUBP1	8880	0.275438567089575	0.128111432910425	-0.14732713417915
GPR137B	-0.0158384636823726	0.0737794636823726	7107	GPR137B	GPR137B	7107	-0.0158384636823726	0.0737794636823726	0.0896179273647451
WNT9A	-0.2528308479886	-0.0233631520114	7483	WNT9A	WNT9A	7483	-0.2528308479886	-0.0233631520114	0.2294676959772
SYT12	-0.0435496507052792	0.0782176507052792	91683	SYT12	SYT12	91683	-0.0435496507052792	0.0782176507052792	0.121767301410558
ZSCAN25	-0.0186110349624503	-0.00204776503754967	221785	ZSCAN25	ZSCAN25	221785	-0.0186110349624503	-0.00204776503754967	0.0165632699249007
BTN2A2	0.122799455015721	0.128340544984279	10385	BTN2A2	BTN2A2	10385	0.122799455015721	0.128340544984279	0.00554108996855707
TACR2	0.160911557767501	0.0588204422324987	6865	TACR2	TACR2	6865	0.160911557767501	0.0588204422324987	-0.102091115535003
MTX1	0.057970621182047	0.054287378817953	4580	MTX1	MTX1	4580	0.057970621182047	0.054287378817953	-0.00368324236409406
TXNRD3NB	0.0307512619438469	-0.127406261943847	114112	TXNRD3NB	TXNRD3NB	114112	0.0307512619438469	-0.127406261943847	-0.158157523887694
TMEM40	-0.00287440727208676	0.0743972072720868	55287	TMEM40	TMEM40	55287	-0.00287440727208676	0.0743972072720868	0.0772716145441735
POFUT1	-0.087743332714857	-0.041158667285143	23509	POFUT1	POFUT1	23509	-0.087743332714857	-0.041158667285143	0.0465846654297141
PIP5K1B	0.0188862443441287	-0.117959244344129	8395	PIP5K1B	PIP5K1B	8395	0.0188862443441287	-0.117959244344129	-0.136845488688257
CACNA1B	-0.0703877825217289	-0.298836217478271	774	CACNA1B	CACNA1B	774	-0.0703877825217289	-0.298836217478271	-0.228448434956542
COPG2	0.236788007211056	0.100723992788944	26958	COPG2	COPG2	26958	0.236788007211056	0.100723992788944	-0.136064014422112
FXYD6-FXYD2	0.138710477762038	-0.0772214777620375	100533181	FXYD6-FXYD2	FXYD6-FXYD2	100533181	0.138710477762038	-0.0772214777620375	-0.215931955524075
STK38L	-0.154808012252038	-0.0756849877479619	23012	STK38L	STK38L	23012	-0.154808012252038	-0.0756849877479619	0.0791230245040762
ALS2	0.235766362241041	-0.165676362241041	57679	ALS2	ALS2	57679	0.235766362241041	-0.165676362241041	-0.401442724482081
LINGO2	0.0528693594209228	-0.0415903594209228	158038	LINGO2	LINGO2	158038	0.0528693594209228	-0.0415903594209228	-0.0944597188418456
LGI1	-0.13068785929739	0.0920438592973901	9211	LGI1	LGI1	9211	-0.13068785929739	0.0920438592973901	0.22273171859478
FLAD1	0.46857435912799	0.48525564087201	80308	FLAD1	FLAD1	80308	0.46857435912799	0.48525564087201	0.0166812817440201
SNX2	-0.0652789734866209	-0.122797026513379	6643	SNX2	SNX2	6643	-0.0652789734866209	-0.122797026513379	-0.0575180530267582
MYLK3	0.106925199846146	0.173464800153854	91807	MYLK3	MYLK3	91807	0.106925199846146	0.173464800153854	0.066539600307707
ZNF763	-0.00663317365545694	-0.0836573263445431	284390	ZNF763	ZNF763	284390	-0.00663317365545694	-0.0836573263445431	-0.0770241526890861
TBPL1	0.286483891484169	0.142446108515831	9519	TBPL1	TBPL1	9519	0.286483891484169	0.142446108515831	-0.144037782968338
STAT5A	0.0845254058128444	0.109218594187156	6776	STAT5A	STAT5A	6776	0.0845254058128444	0.109218594187156	0.0246931883743112
COX6A2	0.107896760316558	0.0507342396834425	1339	COX6A2	COX6A2	1339	0.107896760316558	0.0507342396834425	-0.057162520633115
IFNL1	0.167439943072401	-0.0144249430724015	282618	IFNL1	IFNL1	282618	0.167439943072401	-0.0144249430724015	-0.181864886144803
TMEM164	-0.137044411189423	-0.181565588810577	84187	TMEM164	TMEM164	84187	-0.137044411189423	-0.181565588810577	-0.0445211776211548
CPEB1	-0.196052509711191	-0.322617490288809	64506	CPEB1	CPEB1	64506	-0.196052509711191	-0.322617490288809	-0.126564980577618
PAK2	-0.0971608432940674	-0.0659991567059326	5062	PAK2	PAK2	5062	-0.0971608432940674	-0.0659991567059326	0.0311616865881347
TOX2	0.100418183644468	-0.0338511836444676	84969	TOX2	TOX2	84969	0.100418183644468	-0.0338511836444676	-0.134269367288935
ICT1	0.0310456693248602	-0.0260716693248602	3396	ICT1	ICT1	3396	0.0310456693248602	-0.0260716693248602	-0.0571173386497204
TRIM67	-0.0972159944769534	0.138987994476953	440730	TRIM67	TRIM67	440730	-0.0972159944769534	0.138987994476953	0.236203988953907
hsa-mir-6776	0.0801374959503484	-0.0748154959503484	102465465	hsa-mir-6776	hsa-mir-6776	102465465	0.0801374959503484	-0.0748154959503484	-0.154952991900697
SYT14	-0.0976822461251143	-0.00740375387488571	255928	SYT14	SYT14	255928	-0.0976822461251143	-0.00740375387488571	0.0902784922502286
SLC27A6	-0.0546385178633228	-0.0217914821366772	28965	SLC27A6	SLC27A6	28965	-0.0546385178633228	-0.0217914821366772	0.0328470357266457
GRM2	0.145142385303575	0.109147614696425	2912	GRM2	GRM2	2912	0.145142385303575	0.109147614696425	-0.0359947706071501
FAM179A	-0.092405869039187	0.044580869039187	165186	FAM179A	FAM179A	165186	-0.092405869039187	0.044580869039187	0.136986738078374
UBE2G2	-0.0913880958413334	0.00785709584133342	7327	UBE2G2	UBE2G2	7327	-0.0913880958413334	0.00785709584133342	0.0992451916826668
GABRA2	-0.0358584289645559	0.0897344289645559	2555	GABRA2	GABRA2	2555	-0.0358584289645559	0.0897344289645559	0.125592857929112
RNF149	-0.0497708248406313	0.0133676248406313	284996	RNF149	RNF149	284996	-0.0497708248406313	0.0133676248406313	0.0631384496812626
CYTL1	-0.0670763156545378	-0.241437684345462	54360	CYTL1	CYTL1	54360	-0.0670763156545378	-0.241437684345462	-0.174361368690924
hsa-mir-564	-0.0198284661755859	0.00131156617558585	693149	hsa-mir-564	hsa-mir-564	693149	-0.0198284661755859	0.00131156617558585	0.0211400323511717
TIMM10B	-0.0462371395097644	-0.130661860490236	26515	TIMM10B	TIMM10B	26515	-0.0462371395097644	-0.130661860490236	-0.0844247209804713
TMEM183A	0.0345028273855492	0.000773672614450782	92703	TMEM183A	TMEM183A	92703	0.0345028273855492	0.000773672614450782	-0.0337291547710984
ITGAV	-0.118846574426999	-0.143373425573001	3685	ITGAV	ITGAV	3685	-0.118846574426999	-0.143373425573001	-0.0245268511460021
SPRR2E	-0.149062503580063	-0.159017496419937	6704	SPRR2E	SPRR2E	6704	-0.149062503580063	-0.159017496419937	-0.0099549928398748
TCEB2	0.244767487033468	0.0232935129665322	6923	TCEB2	TCEB2	6923	0.244767487033468	0.0232935129665322	-0.221473974066936
ST18	0.304411020861426	0.0512679791385742	9705	ST18	ST18	9705	0.304411020861426	0.0512679791385742	-0.253143041722852
HOGA1	0.0114441460355329	-0.0055210460355329	112817	HOGA1	HOGA1	112817	0.0114441460355329	-0.0055210460355329	-0.0169651920710658
WASF2	0.0735335140596333	-0.00395311405963326	10163	WASF2	WASF2	10163	0.0735335140596333	-0.00395311405963326	-0.0774866281192665
PATE4	-0.140651259310194	-0.0435047406898061	399968	PATE4	PATE4	399968	-0.140651259310194	-0.0435047406898061	0.0971465186203879
PRDX1	0.00283491438559869	-0.250644914385599	5052	PRDX1	PRDX1	5052	0.00283491438559869	-0.250644914385599	-0.253479828771197
hsa-mir-604	-0.0515824246532074	-0.0710535753467926	693189	hsa-mir-604	hsa-mir-604	693189	-0.0515824246532074	-0.0710535753467926	-0.0194711506935851
GREM1	-0.183272119541379	0.415702119541379	26585	GREM1	GREM1	26585	-0.183272119541379	0.415702119541379	0.598974239082759
GABRA3	0.0372593003721571	0.0168206996278429	2556	GABRA3	GABRA3	2556	0.0372593003721571	0.0168206996278429	-0.0204386007443143
INSL4	0.00766427871702314	-0.0684122787170231	3641	INSL4	INSL4	3641	0.00766427871702314	-0.0684122787170231	-0.0760765574340463
DNPH1	-0.114466277970295	-0.204489722029705	10591	DNPH1	DNPH1	10591	-0.114466277970295	-0.204489722029705	-0.0900234440594103
TRPV2	-0.0483250383152462	-0.253970961684754	51393	TRPV2	TRPV2	51393	-0.0483250383152462	-0.253970961684754	-0.205645923369508
TMEM233	-0.0566474119447205	-0.0503505880552795	387890	TMEM233	TMEM233	387890	-0.0566474119447205	-0.0503505880552795	0.00629682388944108
ZNF654	-0.23065716839504	0.0860911683950401	55279	ZNF654	ZNF654	55279	-0.23065716839504	0.0860911683950401	0.31674833679008
HCFC1R1	-0.0252988417945506	-0.234074158205449	54985	HCFC1R1	HCFC1R1	54985	-0.0252988417945506	-0.234074158205449	-0.208775316410899
OR9Q2	-0.0494261703992453	-0.105841829600755	219957	OR9Q2	OR9Q2	219957	-0.0494261703992453	-0.105841829600755	-0.0564156592015094
COASY	-0.200776525579727	-0.197283474420273	80347	COASY	COASY	80347	-0.200776525579727	-0.197283474420273	0.00349305115945461
MAN1A2	-0.0442337426671414	0.0637237426671414	10905	MAN1A2	MAN1A2	10905	-0.0442337426671414	0.0637237426671414	0.107957485334283
GCOM1	-0.0310862242684984	-0.181090775731502	145781	GCOM1	GCOM1	145781	-0.0310862242684984	-0.181090775731502	-0.150004551463003
TARP	0.199483254310886	0.438936745689114	445347	TARP	TARP	445347	0.199483254310886	0.438936745689114	0.239453491378228
TMEM234	0.0199098582263082	-0.0385048582263082	56063	TMEM234	TMEM234	56063	0.0199098582263082	-0.0385048582263082	-0.0584147164526164
FPR2	0.0567995888337857	0.0326304111662143	2358	FPR2	FPR2	2358	0.0567995888337857	0.0326304111662143	-0.0241691776675713
WNT3	-0.0420929632862195	0.0902459632862195	7473	WNT3	WNT3	7473	-0.0420929632862195	0.0902459632862195	0.132338926572439
UBR1	0.192606442893385	0.182143557106615	197131	UBR1	UBR1	197131	0.192606442893385	0.182143557106615	-0.0104628857867698
QDPR	-0.241170162801113	-0.283599837198887	5860	QDPR	QDPR	5860	-0.241170162801113	-0.283599837198887	-0.0424296743977747
ANKRD2	-0.0904240564684789	0.0241180564684789	26287	ANKRD2	ANKRD2	26287	-0.0904240564684789	0.0241180564684789	0.114542112936958
hsa-mir-1204	0.193731351992419	0.187148648007581	100302185	hsa-mir-1204	hsa-mir-1204	100302185	0.193731351992419	0.187148648007581	-0.00658270398483884
TAAR8	0.0174472690232715	0.0491297309767285	83551	TAAR8	TAAR8	83551	0.0174472690232715	0.0491297309767285	0.0316824619534569
SRSF9	0.0836041832097717	0.0846128167902283	8683	SRSF9	SRSF9	8683	0.0836041832097717	0.0846128167902283	0.00100863358045664
ZFPM1	0.280438914775573	0.291941085224427	161882	ZFPM1	ZFPM1	161882	0.280438914775573	0.291941085224427	0.0115021704488536
CCK	-0.210220050543828	-0.201689949456172	885	CCK	CCK	885	-0.210220050543828	-0.201689949456172	0.00853010108765673
