id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NKX1-2	3	0.40825	0.41485	0.991888	8612	0	0	0.25674	0.24055	0.894252	5743	1	0.4951
MIF	3	0.40828	0.41485	0.991888	8613	0	0	0.29019	0.2663	0.894252	6366	1	0.68714
ZNF611	3	0.40831	0.41485	0.991888	8614	0	0	0.65307	0.60923	0.95658	13842	0	0
NonTargetingControlGuideForHuman_0575	1	0.40835	0.40148	0.991888	8615	0	0	0.59165	0.59852	0.953645	12484	0	0
HIPK2	3	0.40841	0.41485	0.991888	8616	0	0	0.38946	0.33877	0.901558	8217	1	0.24508
GPAA1	3	0.40848	0.41485	0.991888	8617	0	0	0.0092927	0.014525	0.590712	491	1	0.67902
NACC2	3	0.40851	0.41485	0.991888	8618	0	0	0.90021	0.90388	1.0	19093	0	0
NonTargetingControlGuideForHuman_0558	1	0.40855	0.40148	0.991888	8619	0	0	0.59145	0.59852	0.953645	12480	0	0
RASSF9	3	0.40865	0.41485	0.991888	8620	0	0	0.39129	0.3451	0.91074	8255	1	0.5477
NOC2L	3	0.40868	0.41485	0.991888	8621	0	0	0.36027	0.31966	0.901558	7645	1	0.26482
hsa-mir-6836	4	0.40871	0.39487	0.991888	8622	0	0	0.96795	0.96956	1.0	20569	0	0
RNF180	3	0.40871	0.41485	0.991888	8623	0	0	0.95157	0.95468	1.0	20217	0	0
PRKAB2	3	0.40881	0.41485	0.991888	8624	0	0	0.93672	0.93777	1.0	19891	0	0
TSEN15	3	0.40888	0.41485	0.991888	8625	0	0	0.9047	0.90633	1.0	19190	0	0
hsa-mir-1321	4	0.40892	0.39487	0.991888	8626	0	0	0.55462	0.50439	0.945641	11715	0	0
DGKB	3	0.40895	0.41485	0.991888	8627	0	0	0.84748	0.84352	1.0	17932	0	0
UBA7	3	0.40898	0.41485	0.991888	8628	0	0	0.51678	0.47711	0.945641	10917	0	0
LEP	3	0.40901	0.41485	0.991888	8629	0	0	0.022694	0.031999	0.714023	936	1	0.89683
JUN	3	0.40905	0.41485	0.991888	8630	0	0	0.83824	0.83744	1.0	17734	0	0
hsa-mir-124-2	4	0.40905	0.39487	0.991888	8631	0	0	0.051148	0.073163	0.827035	1892	2	0.51993
GPS1	3	0.40915	0.41485	0.991888	8632	0	0	0.51593	0.47711	0.945641	10894	0	0
TRAF1	2	0.40916	0.39543	0.991888	8633	0	0	0.25313	0.21822	0.894252	5688	1	0.30532
ARF5	3	0.40918	0.41485	0.991888	8634	0	0	0.40147	0.35585	0.917494	8463	1	0.43007
OXSR1	3	0.40924	0.41485	0.991888	8635	0	0	0.042559	0.055778	0.743008	1624	2	0.65821
CDKN1B	3	0.40928	0.41485	0.991888	8636	0	0	0.85507	0.8529	1.0	18104	0	0
C20orf166	3	0.40931	0.41485	0.991888	8637	0	0	0.098412	0.12745	0.885234	3084	1	0.59737
NPR3	3	0.40938	0.41485	0.991888	8638	0	0	0.26415	0.24913	0.894252	5891	1	0.26928
NDNL2	3	0.40951	0.41485	0.991888	8639	0	0	0.22922	0.22146	0.894252	5267	1	0.74525
CDK11B	3	0.40958	0.41485	0.991888	8640	0	0	0.62949	0.59143	0.952723	13327	0	0
BAIAP2L2	3	0.40964	0.41485	0.991888	8641	0	0	0.16435	0.18946	0.894252	4149	1	0.40552
CPNE1	3	0.40974	0.41485	0.991888	8642	0	0	0.78808	0.78265	1.0	16651	0	0
TMEM86A	3	0.40978	0.41485	0.991888	8643	0	0	0.76951	0.75576	1.0	16254	0	0
B3GALT6	3	0.40981	0.41485	0.991888	8644	0	0	0.74341	0.7305	1.0	15709	0	0
NonTargetingControlGuideForHuman_0013	1	0.40981	0.40244	0.991888	8645	0	0	0.59019	0.59756	0.953645	12458	0	0
WNT10A	3	0.40984	0.41485	0.991888	8646	0	0	0.29745	0.2749	0.894252	6503	1	0.39809
NonTargetingControlGuideForHuman_0671	1	0.40984	0.40244	0.991888	8647	0	0	0.59016	0.59756	0.953645	12455	0	0
EPC1	3	0.40988	0.41485	0.991888	8648	0	0	0.71622	0.69965	0.998736	15140	0	0
ARL13A	3	0.40991	0.41485	0.991888	8649	0	0	0.68534	0.64623	0.966447	14492	0	0
hsa-mir-770	4	0.40994	0.39756	0.991888	8650	0	0	0.93507	0.93503	1.0	19857	0	0
FBXL5	3	0.40994	0.41485	0.991888	8651	0	0	0.70112	0.66657	0.976195	14839	0	0
hsa-mir-3140	4	0.41003	0.39756	0.991888	8652	0	0	0.7836	0.74811	1.0	16548	0	0
SOX6	3	0.41014	0.41485	0.991888	8653	0	0	0.81059	0.80347	1.0	17120	0	0
CENPE	3	0.41017	0.41485	0.991888	8654	0	0	0.69968	0.66657	0.976195	14812	0	0
hsa-mir-30a	4	0.41019	0.39756	0.991888	8655	0	0	0.013465	0.022288	0.671525	635	2	0.55372
SERPINB3	3	0.41024	0.41485	0.991888	8656	0	0	0.43939	0.39834	0.924439	9279	0	0
HCN1	3	0.41027	0.41485	0.991888	8657	0	0	0.28977	0.2663	0.894252	6360	1	0.43586
TPD52L3	3	0.41044	0.41698	0.991888	8658	0	0	0.97607	0.97759	1.0	20737	0	0
SFRP1	3	0.41047	0.41698	0.991888	8659	0	0	0.20985	0.20869	0.894252	4934	1	0.55692
RNF145	3	0.41057	0.41698	0.991888	8660	0	0	0.23076	0.2236	0.894252	5296	1	0.53061
PHOSPHO1	3	0.41061	0.41698	0.991888	8661	0	0	0.53494	0.49432	0.945641	11303	0	0
hsa-mir-6747	4	0.41062	0.39756	0.991888	8662	0	0	0.7177	0.68687	0.99337	15171	0	0
RPL35	3	0.41067	0.41698	0.991888	8663	0	0	0.15784	0.18521	0.894252	4045	1	0.55941
ZBTB4	3	0.41074	0.41698	0.991888	8664	0	0	0.11444	0.14247	0.894252	3341	1	0.55114
JKAMP	3	0.41077	0.41698	0.991888	8665	0	0	0.81308	0.81041	1.0	17186	0	0
NAP1L5	3	0.41081	0.41698	0.991888	8666	0	0	0.65836	0.6156	0.95658	13959	0	0
ZBTB9	3	0.41084	0.41698	0.991888	8667	0	0	0.16711	0.18946	0.894252	4195	1	0.81351
CTAG2	3	0.41087	0.41698	0.991888	8668	0	0	0.15523	0.17878	0.894252	4010	1	0.49291
FDX1L	3	0.41097	0.41909	0.991888	8669	0	0	0.60208	0.56465	0.952723	12708	0	0
ALDH3A2	3	0.41107	0.41909	0.991888	8670	0	0	0.28136	0.262	0.894252	6202	1	0.2591
VEPH1	3	0.4111	0.41909	0.991888	8671	0	0	0.92585	0.92889	1.0	19658	0	0
AKR1A1	3	0.41114	0.41909	0.991888	8672	0	0	0.27863	0.262	0.894252	6151	1	0.28936
ZNF578	3	0.41117	0.41909	0.991888	8673	0	0	0.81054	0.80347	1.0	17119	0	0
MKNK2	3	0.4112	0.41909	0.991888	8674	0	0	0.34447	0.30477	0.894975	7362	1	0.38149
ACACA	3	0.41124	0.41909	0.991888	8675	0	0	0.92537	0.92787	1.0	19650	0	0
MYL1	3	0.41134	0.41909	0.991888	8676	0	0	0.19103	0.19802	0.894252	4609	1	0.56559
SPINT4	3	0.41137	0.41909	0.991888	8677	0	0	0.36669	0.32809	0.901558	7766	1	0.2722
BOLA1	3	0.4114	0.41909	0.991888	8678	0	0	0.57215	0.53125	0.945641	12072	0	0
EBLN2	3	0.41147	0.41909	0.991888	8679	0	0	0.42463	0.38986	0.924439	8951	1	0.18426
NonTargetingControlGuideForHuman_0093	1	0.41156	0.40341	0.991888	8680	0	0	0.58844	0.59659	0.953645	12421	0	0
SLC25A23	3	0.41157	0.41909	0.991888	8681	0	0	0.25499	0.23843	0.894252	5721	1	0.48351
hsa-mir-4457	4	0.41163	0.39756	0.991888	8682	0	0	0.69573	0.65594	0.971038	14725	0	0
GPR123	3	0.41163	0.41909	0.991888	8683	0	0	0.68913	0.6492	0.966502	14571	0	0
ZFY	3	0.41167	0.41909	0.991888	8684	0	0	0.93107	0.93444	1.0	19766	0	0
UXS1	3	0.41173	0.41909	0.991888	8685	0	0	0.79087	0.78799	1.0	16712	0	0
ASRGL1	3	0.41177	0.41909	0.991888	8686	0	0	0.83028	0.83026	1.0	17553	0	0
HIRA	3	0.4118	0.41909	0.991888	8687	0	0	0.39464	0.35146	0.91074	8311	1	0.17525
hsa-mir-367	4	0.4118	0.40027	0.991888	8688	0	0	0.10907	0.14914	0.894252	3256	2	0.42653
MTHFS	3	0.41183	0.41909	0.991888	8689	0	0	0.92459	0.92733	1.0	19627	0	0
PCDHGB2	2	0.41187	0.40159	0.991888	8690	0	0	0.89373	0.89867	1.0	18960	0	0
PHOX2B	3	0.4119	0.41909	0.991888	8691	0	0	0.73961	0.72554	1.0	15627	0	0
INPP4A	3	0.412	0.41909	0.991888	8692	0	0	0.93565	0.93731	1.0	19876	0	0
TEX36	3	0.41206	0.41909	0.991888	8693	0	0	0.58512	0.53487	0.945641	12354	0	0
NOP10	3	0.4122	0.41909	0.991888	8694	0	0	0.54994	0.51302	0.945641	11619	0	0
TRAPPC2	3	0.41223	0.41909	0.991888	8695	0	0	0.062215	0.093655	0.865512	2265	1	0.93766
UBE2J2	3	0.41226	0.41909	0.991888	8696	0	0	0.32116	0.2919	0.894252	6925	1	0.34959
MKLN1	3	0.4123	0.41909	0.991888	8697	0	0	0.73202	0.71406	0.999836	15456	0	0
DNAH2	3	0.41236	0.41909	0.991888	8698	0	0	0.96988	0.97206	1.0	20625	0	0
SULT6B1	3	0.4124	0.41909	0.991888	8699	0	0	0.74054	0.72681	1.0	15647	0	0
NonTargetingControlGuideForHuman_0596	1	0.41246	0.40639	0.991888	8700	0	0	0.58754	0.59361	0.953645	12398	0	0
SDHB	3	0.41246	0.41909	0.991888	8701	0	0	0.49844	0.45166	0.932547	10520	0	0
FBXL17	3	0.4125	0.41909	0.991888	8702	0	0	0.46576	0.42339	0.932547	9825	0	0
hsa-mir-490	4	0.41252	0.40027	0.991888	8703	0	0	0.046353	0.06611	0.806074	1742	2	0.37132
NonTargetingControlGuideForHuman_0360	1	0.41257	0.40639	0.991888	8704	0	0	0.58743	0.59361	0.953645	12396	0	0
RPA3	3	0.41259	0.41909	0.991888	8705	0	0	0.81659	0.81337	1.0	17254	0	0
hsa-mir-4651	3	0.41266	0.41909	0.991888	8706	0	0	0.95747	0.96193	1.0	20340	0	0
SKA3	3	0.41269	0.41909	0.991888	8707	0	0	0.48434	0.44366	0.932547	10213	0	0
TICRR	3	0.41273	0.41909	0.991888	8708	0	0	0.035512	0.048205	0.736447	1382	1	0.65955
SHC4	3	0.41279	0.41909	0.991888	8709	0	0	0.431	0.39411	0.924439	9096	0	0
NKX2-8	3	0.41283	0.41909	0.991888	8710	0	0	0.030851	0.042584	0.736447	1215	1	0.76508
NEK9	3	0.41289	0.41909	0.991888	8711	0	0	0.41296	0.37712	0.924439	8695	1	0.2948
SNRPF	3	0.41296	0.41909	0.991888	8712	0	0	0.54331	0.50749	0.945641	11476	0	0
DRD5	3	0.41299	0.41909	0.991888	8713	0	0	0.89609	0.90009	1.0	19018	0	0
PTOV1	3	0.41302	0.41909	0.991888	8714	0	0	0.76301	0.74529	1.0	16110	0	0
IL37	3	0.41306	0.41909	0.991888	8715	0	0	0.90738	0.9087	1.0	19240	0	0
DKK4	3	0.41309	0.41909	0.991888	8716	0	0	0.98735	0.98846	1.0	21001	0	0
EFR3A	3	0.41312	0.41909	0.991888	8717	0	0	0.72643	0.70888	0.998736	15348	0	0
NonTargetingControlGuideForHuman_0799	1	0.41315	0.4093	0.991888	8718	0	0	0.58685	0.5907	0.952723	12385	0	0
TANGO6	3	0.41316	0.41909	0.991888	8719	0	0	0.43317	0.39622	0.924439	9138	0	0
OR10Z1	3	0.41322	0.41909	0.991888	8720	0	0	0.82642	0.82573	1.0	17472	0	0
SCN1A	3	0.41329	0.41909	0.991888	8721	0	0	0.29157	0.26846	0.894252	6395	1	0.33835
MYO9B	3	0.41336	0.41909	0.991888	8722	0	0	0.9459	0.94989	1.0	20095	0	0
NonTargetingControlGuideForHuman_0837	1	0.41338	0.4093	0.991888	8723	0	0	0.58662	0.5907	0.952723	12380	0	0
C20orf24	3	0.41342	0.41909	0.991888	8724	0	0	0.91003	0.91055	1.0	19298	0	0
POU3F1	3	0.41345	0.41909	0.991888	8725	0	0	0.83889	0.83744	1.0	17748	0	0
MARC2	3	0.41349	0.41909	0.991888	8726	0	0	0.15755	0.18308	0.894252	4041	1	0.45867
DDX42	3	0.41352	0.41909	0.991888	8727	0	0	0.75821	0.74411	1.0	16009	0	0
SCNN1G	3	0.41355	0.41909	0.991888	8728	0	0	0.66052	0.61878	0.95658	14007	0	0
RCSD1	3	0.41359	0.41909	0.991888	8729	0	0	0.77458	0.7592	1.0	16363	0	0
NonTargetingControlGuideForHuman_0912	1	0.41359	0.4103	0.991888	8730	0	0	0.58641	0.5897	0.952723	12376	0	0
NonTargetingControlGuideForHuman_0393	1	0.41362	0.4103	0.991888	8731	0	0	0.58638	0.5897	0.952723	12373	0	0
NEK6	3	0.41369	0.41909	0.991888	8732	0	0	0.6057	0.56808	0.952723	12801	0	0
GOLGA4	3	0.41372	0.41909	0.991888	8733	0	0	0.75894	0.74411	1.0	16032	0	0
SAP30	3	0.41375	0.41909	0.991888	8734	0	0	0.77485	0.76034	1.0	16367	0	0
FAM115A	3	0.41382	0.41909	0.991888	8735	0	0	0.52138	0.48287	0.945641	11011	0	0
HPS4	3	0.41388	0.41909	0.991888	8736	0	0	0.66491	0.61878	0.95658	14086	0	0
TYW5	3	0.41392	0.41909	0.991888	8737	0	0	0.67664	0.63578	0.962771	14325	0	0
SRSF3	3	0.41395	0.41909	0.991888	8738	0	0	0.092232	0.12745	0.885234	2975	1	0.64185
PTP4A2	3	0.41398	0.41909	0.991888	8739	0	0	0.59429	0.55431	0.952723	12546	0	0
DHX9	3	0.41402	0.41909	0.991888	8740	0	0	0.23815	0.2299	0.894252	5418	1	1.0734
VBP1	3	0.41412	0.4211	0.991888	8741	0	0	0.95384	0.95765	1.0	20268	0	0
ATP4A	3	0.41418	0.4211	0.991888	8742	0	0	0.42528	0.38986	0.924439	8966	1	0.39968
SIRT5	3	0.41422	0.4211	0.991888	8743	0	0	0.64129	0.598	0.953645	13596	0	0
LMAN2	3	0.41425	0.4211	0.991888	8744	0	0	0.83463	0.8348	1.0	17662	0	0
MARS2	3	0.41428	0.4211	0.991888	8745	0	0	0.58265	0.53487	0.945641	12305	0	0
DFNB59	3	0.41431	0.4211	0.991888	8746	0	0	0.70601	0.67782	0.985481	14940	0	0
BOLA2	3	0.41438	0.4211	0.991888	8747	0	0	0.071909	0.10808	0.871657	2562	2	0.25519
CHPT1	3	0.41441	0.4211	0.991888	8748	0	0	0.56118	0.52397	0.945641	11857	0	0
NonTargetingControlGuideForHuman_0907	1	0.41445	0.4103	0.991888	8749	0	0	0.58555	0.5897	0.952723	12359	0	0
OR2M2	3	0.41448	0.4211	0.991888	8750	0	0	0.82178	0.81816	1.0	17368	0	0
NCKAP1L	3	0.41451	0.4211	0.991888	8751	0	0	0.81212	0.80944	1.0	17159	0	0
C1orf227	3	0.41455	0.4211	0.991888	8752	0	0	0.45124	0.40672	0.924439	9524	0	0
CEP120	3	0.41461	0.4211	0.991888	8753	0	0	0.88381	0.88903	1.0	18754	0	0
OR10H4	3	0.41468	0.4211	0.991888	8754	0	0	0.45588	0.4109	0.924439	9619	0	0
hsa-mir-5096	3	0.41474	0.4211	0.991888	8755	0	0	0.58375	0.53487	0.945641	12328	0	0
BHLHE22	3	0.41478	0.4211	0.991888	8756	0	0	0.48464	0.44366	0.932547	10220	0	0
hsa-mir-6840	4	0.4148	0.40296	0.991888	8757	0	0	0.27546	0.28558	0.894252	6086	1	0.42657
LRIG2	3	0.41484	0.4211	0.991888	8758	0	0	0.51138	0.47519	0.945641	10785	0	0
SOGA1	3	0.41488	0.4211	0.991888	8759	0	0	0.61947	0.58647	0.952723	13090	0	0
EXD3	3	0.41491	0.4211	0.991888	8760	0	0	0.96928	0.97206	1.0	20610	0	0
SPANXB1	2	0.41493	0.40473	0.991888	8761	0	0	0.37768	0.34929	0.91074	7987	0	0
HOMER3	3	0.41494	0.4211	0.991888	8762	0	0	0.49567	0.45166	0.932547	10451	0	0
NonTargetingControlGuideForHuman_0223	1	0.41497	0.4103	0.991888	8763	0	0	0.58503	0.5897	0.952723	12350	0	0
THBS1	3	0.41497	0.4211	0.991888	8764	0	0	0.8333	0.83479	1.0	17626	0	0
SLC16A4	3	0.41504	0.4211	0.991888	8765	0	0	0.07178	0.10808	0.871657	2559	2	0.31579
DDX59	3	0.41514	0.4211	0.991888	8766	0	0	0.0062877	0.011074	0.590712	377	1	1.2028
TMEM232	3	0.41521	0.4211	0.991888	8767	0	0	0.41722	0.3792	0.924439	8785	1	0.56266
MACF1	3	0.41527	0.4211	0.991888	8768	0	0	0.060405	0.090304	0.853894	2204	1	0.87046
PAM	3	0.41534	0.4211	0.991888	8769	0	0	0.040526	0.053421	0.736447	1555	1	0.51253
PPP2CA	3	0.41537	0.4211	0.991888	8770	0	0	0.22337	0.2172	0.894252	5172	1	0.49997
H2AFY2	3	0.41547	0.4211	0.991888	8771	0	0	0.97453	0.97661	1.0	20704	0	0
BAD	3	0.41557	0.4211	0.991888	8772	0	0	0.32994	0.29622	0.894252	7083	1	0.29824
BCHE	3	0.4156	0.4211	0.991888	8773	0	0	0.53842	0.50196	0.945641	11376	0	0
MRPL16	3	0.41563	0.4211	0.991888	8774	0	0	0.50192	0.45761	0.941426	10586	0	0
C14orf132	3	0.4158	0.4211	0.991888	8775	0	0	0.62416	0.58647	0.952723	13192	0	0
hsa-mir-3713	4	0.41581	0.40296	0.991888	8776	0	0	0.40816	0.37235	0.924439	8602	1	0.40634
NonTargetingControlGuideForHuman_0362	1	0.41584	0.4113	0.991888	8777	0	0	0.58416	0.5887	0.952723	12337	0	0
ZNF45	3	0.4159	0.4211	0.991888	8778	0	0	0.82819	0.82756	1.0	17504	0	0
hsa-mir-6849	4	0.41593	0.40296	0.991888	8779	0	0	0.75595	0.71265	0.999836	15962	0	0
YPEL1	3	0.41596	0.4211	0.991888	8780	0	0	0.057729	0.089234	0.853894	2123	2	0.51232
hsa-mir-874	4	0.41602	0.40296	0.991888	8781	0	0	0.81531	0.80011	1.0	17225	0	0
TMEM61	3	0.4161	0.4211	0.991888	8782	0	0	0.68545	0.64623	0.966447	14495	0	0
GGA2	3	0.41613	0.4211	0.991888	8783	0	0	0.24756	0.23635	0.894252	5586	1	0.38983
ARHGEF10	3	0.41616	0.4211	0.991888	8784	0	0	0.50133	0.45566	0.939198	10576	0	0
BTG2	3	0.4162	0.4211	0.991888	8785	0	0	0.28827	0.2663	0.894252	6334	1	0.27663
THRSP	3	0.41623	0.4211	0.991888	8786	0	0	0.5184	0.47898	0.945641	10950	0	0
RBMY1B	1	0.41628	0.41232	0.991888	8787	0	0	0.58372	0.58768	0.952723	12327	0	0
C6orf120	3	0.41633	0.4211	0.991888	8788	0	0	0.16761	0.18946	0.894252	4203	1	1.0156
KRTAP21-2	3	0.41639	0.4211	0.991888	8789	0	0	0.5294	0.48672	0.945641	11186	0	0
OR8D4	3	0.41643	0.4211	0.991888	8790	0	0	0.20856	0.20654	0.894252	4911	1	0.46719
IL36G	3	0.41646	0.4211	0.991888	8791	0	0	0.30314	0.27911	0.894252	6605	1	0.41519
APLP1	3	0.41649	0.4211	0.991888	8792	0	0	0.97378	0.97661	1.0	20693	0	0
SCAND3	3	0.41653	0.4211	0.991888	8793	0	0	0.85245	0.84952	1.0	18049	0	0
EMILIN3	3	0.41656	0.4211	0.991888	8794	0	0	0.32065	0.2919	0.894252	6913	1	0.4783
C1orf109	3	0.41662	0.4211	0.991888	8795	0	0	0.21617	0.2151	0.894252	5039	1	0.44591
NonTargetingControlGuideForHuman_0879	1	0.4167	0.41232	0.991888	8796	0	0	0.5833	0.58768	0.952723	12318	0	0
ZBTB6	3	0.41672	0.4211	0.991888	8797	0	0	0.090283	0.12314	0.885234	2948	1	0.74444
KRT78	3	0.41676	0.4211	0.991888	8798	0	0	0.5093	0.47519	0.945641	10740	0	0
ABHD2	3	0.41682	0.4211	0.991888	8799	0	0	0.96417	0.9677	1.0	20498	0	0
ZNF548	3	0.41685	0.4211	0.991888	8800	0	0	0.024644	0.033108	0.71866	998	1	0.81483
PALLD	3	0.41692	0.4211	0.991888	8801	0	0	0.56082	0.52397	0.945641	11849	0	0
MTRNR2L1	2	0.41695	0.40473	0.991888	8802	0	0	0.8127	0.81995	1.0	17173	0	0
TMTC3	3	0.41695	0.4211	0.991888	8803	0	0	0.17066	0.18946	0.894252	4257	1	0.41342
HIPK4	3	0.41699	0.4211	0.991888	8804	0	0	0.18688	0.19802	0.894252	4537	1	0.48149
SMIM13	3	0.41712	0.4211	0.991888	8805	0	0	0.83037	0.83026	1.0	17556	0	0
KRTAP24-1	3	0.41718	0.4211	0.991888	8806	0	0	0.27437	0.25766	0.894252	6066	1	0.46166
KLHDC3	3	0.41725	0.4211	0.991888	8807	0	0	0.80286	0.79845	1.0	16958	0	0
C5orf47	3	0.41728	0.4211	0.991888	8808	0	0	0.68837	0.64769	0.966447	14552	0	0
TRABD2B	3	0.41732	0.4211	0.991888	8809	0	0	0.17975	0.1959	0.894252	4408	1	0.44863
STK39	3	0.41735	0.4211	0.991888	8810	0	0	0.32211	0.2919	0.894252	6938	1	0.33937
C11orf35	3	0.41738	0.4211	0.991888	8811	0	0	0.78527	0.77609	1.0	16589	0	0
OSBPL1A	3	0.41741	0.4211	0.991888	8812	0	0	0.59157	0.55261	0.952723	12482	0	0
KRIT1	3	0.41745	0.4211	0.991888	8813	0	0	0.34266	0.30048	0.894252	7319	1	0.22026
CALCA	3	0.41748	0.4211	0.991888	8814	0	0	0.92286	0.92627	1.0	19589	0	0
NFE2L2	3	0.41751	0.4211	0.991888	8815	0	0	0.99293	0.99363	1.0	21131	0	0
CCDC15	3	0.41755	0.4211	0.991888	8816	0	0	0.94378	0.94742	1.0	20031	0	0
AKR1C1	3	0.41758	0.4211	0.991888	8817	0	0	0.091878	0.1253	0.885234	2967	1	0.45868
S1PR3	3	0.41761	0.4211	0.991888	8818	0	0	0.32915	0.2941	0.894252	7070	1	0.37845
ENOPH1	3	0.41778	0.4211	0.991888	8819	0	0	0.21098	0.20869	0.894252	4956	1	0.3571
SAP30L	3	0.41781	0.4211	0.991888	8820	0	0	0.038704	0.05198	0.736447	1489	2	0.33224
NonTargetingControlGuideForHuman_0539	1	0.41784	0.41232	0.991888	8821	0	0	0.58216	0.58768	0.952723	12289	0	0
C11orf16	3	0.41784	0.4211	0.991888	8822	0	0	0.98388	0.98533	1.0	20935	0	0
OR6F1	3	0.41791	0.4211	0.991888	8823	0	0	0.84583	0.84095	1.0	17898	0	0
NonTargetingControlGuideForHuman_0650	1	0.41791	0.41232	0.991888	8824	0	0	0.58209	0.58768	0.952723	12288	0	0
NonTargetingControlGuideForHuman_0784	1	0.41793	0.41232	0.991888	8825	0	0	0.58207	0.58768	0.952723	12287	0	0
CELF2	3	0.41797	0.4211	0.991888	8826	0	0	0.82304	0.82104	1.0	17392	0	0
SMC4	3	0.41801	0.4211	0.991888	8827	0	0	0.025524	0.038952	0.736447	1034	2	0.55733
ZNF222	3	0.41814	0.4211	0.991888	8828	0	0	0.84	0.83922	1.0	17775	0	0
PPIAL4F	2	0.41817	0.40627	0.991888	8829	0	0	0.74688	0.74764	1.0	15782	0	0
RAB40AL	2	0.4182	0.40627	0.991888	8830	0	0	0.16058	0.1494	0.894252	4087	1	0.29797
PNLIPRP3	3	0.4182	0.4211	0.991888	8831	0	0	0.91651	0.92088	1.0	19449	0	0
GABARAP	3	0.41824	0.4211	0.991888	8832	0	0	0.10658	0.13819	0.894252	3216	1	0.59339
ATL3	3	0.41827	0.4211	0.991888	8833	0	0	0.55828	0.52397	0.945641	11797	0	0
GK	3	0.41834	0.4211	0.991888	8834	0	0	0.45569	0.4109	0.924439	9615	0	0
AKAP5	3	0.41837	0.4211	0.991888	8835	0	0	0.94677	0.95033	1.0	20117	0	0
FAM120B	3	0.41843	0.4211	0.991888	8836	0	0	0.86938	0.86957	1.0	18423	0	0
EIF5A2	3	0.4185	0.4211	0.991888	8837	0	0	0.022296	0.031624	0.714023	927	2	0.50993
MBOAT2	3	0.41853	0.4211	0.991888	8838	0	0	0.71276	0.69291	0.996522	15068	0	0
NonTargetingControlGuideForHuman_0494	1	0.41854	0.41331	0.991888	8839	0	0	0.58146	0.58669	0.952723	12271	0	0
HTR3E	3	0.41857	0.4211	0.991888	8840	0	0	0.16385	0.18946	0.894252	4141	1	0.75037
FAM134C	3	0.4186	0.4211	0.991888	8841	0	0	0.49546	0.45166	0.932547	10446	0	0
ZBTB22	3	0.41863	0.4211	0.991888	8842	0	0	0.94129	0.94537	1.0	19985	0	0
RIPPLY1	3	0.41876	0.4211	0.991888	8843	0	0	0.49024	0.44964	0.932547	10339	0	0
SIRT4	3	0.41883	0.4211	0.991888	8844	0	0	0.33099	0.29622	0.894252	7102	1	0.34048
SLC35G1	3	0.41886	0.4211	0.991888	8845	0	0	0.038458	0.05198	0.736447	1483	1	1.0593
KIAA1239	3	0.41889	0.4211	0.991888	8846	0	0	0.09559	0.12745	0.885234	3031	1	0.51744
CLRN3	3	0.41903	0.4211	0.991888	8847	0	0	0.017432	0.026306	0.701208	765	1	0.7404
ZRANB2	3	0.41906	0.4211	0.991888	8848	0	0	0.53585	0.49816	0.945641	11318	0	0
EFNA2	3	0.41909	0.4211	0.991888	8849	0	0	0.49668	0.45166	0.932547	10476	0	0
hsa-mir-887	4	0.41912	0.40569	0.991888	8850	0	0	0.54671	0.4973	0.945641	11543	0	0
POLR3B	3	0.41919	0.4211	0.991888	8851	0	0	0.12147	0.14679	0.894252	3451	1	0.52793
TRPC3	3	0.41926	0.4211	0.991888	8852	0	0	0.74554	0.73177	1.0	15748	0	0
PGAM5	3	0.41932	0.4211	0.991888	8853	0	0	0.052687	0.076393	0.827035	1951	1	0.56189
SMC5	3	0.41935	0.4211	0.991888	8854	0	0	0.81846	0.81435	1.0	17292	0	0
ADIPOQ	3	0.41945	0.4211	0.991888	8855	0	0	0.88544	0.89301	1.0	18797	0	0
CCDC39	3	0.41949	0.4211	0.991888	8856	0	0	0.044543	0.062375	0.785808	1685	2	0.40963
LRRC61	3	0.41952	0.4211	0.991888	8857	0	0	0.45698	0.4109	0.924439	9637	0	0
MMRN2	3	0.41958	0.4211	0.991888	8858	0	0	0.064023	0.095925	0.868372	2329	1	0.76253
CD300C	3	0.41965	0.4211	0.991888	8859	0	0	0.65711	0.6156	0.95658	13933	0	0
CRNKL1	3	0.41968	0.4211	0.991888	8860	0	0	0.30625	0.28124	0.894252	6658	1	0.44395
NonTargetingControlGuideForHuman_0770	1	0.41969	0.41331	0.991888	8861	0	0	0.58031	0.58669	0.952723	12249	0	0
ZNF768	3	0.41978	0.4211	0.991888	8862	0	0	0.8943	0.89755	1.0	18971	0	0
hsa-mir-5194	4	0.41979	0.40569	0.991888	8863	0	0	0.37871	0.35544	0.917494	8006	1	0.45848
LY6H	3	0.41981	0.4211	0.991888	8864	0	0	0.21316	0.21299	0.894252	4994	1	0.58265
hsa-mir-1322	1	0.41983	0.41331	0.991888	8865	0	0	0.58017	0.58669	0.952723	12244	0	0
NUDT7	3	0.41991	0.4211	0.991888	8866	0	0	0.021438	0.031624	0.714023	894	1	0.92098
FGF2	3	0.41998	0.4211	0.991888	8867	0	0	0.026377	0.039722	0.736447	1065	2	0.48252
NINL	3	0.42004	0.4211	0.991888	8868	0	0	0.37835	0.33661	0.901558	8000	1	0.3691
